Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,-0.1161236,0,-0.2568672,0,-0.1161236,0
1,-0.1161236,0,-0.2043275,0,-0.1161236,0
2,-0.1161236,0,-0.1731078,0,-0.1161236,0
3,-0.09857979,0,-0.1432247,0,-0.09857979,0
4,-0.08245614,0,-0.1201712,0,-0.08245614,0
5,-0.07827903,0,-0.1155932,0,-0.07827903,0
6,-0.07827903,0,-0.09303676,0,-0.07827903,0
7,-0.07477026,0,-0.08966583,0,-0.07477026,0
8,-0.07468672,0,-0.08601503,0,-0.07468672,0
9,-0.07468672,0,-0.08066416,0,-0.07468672,0
10,-0.07276525,0,-0.08533834,0,-0.07276525,0
11,-0.07276525,0,-0.08314537,0,-0.07276525,0
12,-0.07276525,0,-0.08228071,0,-0.07276525,0
13,-0.07259816,0,-0.08844195,0,-0.07259816,0
14,-0.07234754,0,-0.07981203,0,-0.07234754,0
15,-0.06975773,0,-0.07795322,0,-0.06975773,0
16,-0.0689223,0,-0.08080618,0,-0.0689223,0
17,-0.0689223,0,-0.07653299,0,-0.0689223,0
18,-0.06616542,0,-0.0925188,0,-0.06616542,0
19,-0.06365915,0,-0.08072264,0,-0.06365915,0
20,-0.0635756,0,-0.0761153,0,-0.0635756,0
21,-0.05914787,0,-0.0802924,0,-0.05914787,0
22,-0.05605681,0,-0.06624478,0,-0.05605681,0
23,-0.05263158,0,-0.0647452,0,-0.05263158,0
24,-0.05146199,0,-0.06477443,0,-0.05146199,0
25,-0.05045948,0,-0.06279866,0,-0.05045948,0
26,-0.04979115,0,-0.08191729,0,-0.04979115,0
27,-0.04753551,0,-0.0561696,0,-0.04753551,0
28,-0.04411028,0,-0.05621554,0,-0.04411028,0
29,-0.04411028,0,-0.07665415,0,-0.04411028,0
30,-0.04411028,0,-0.06614871,0,-0.04411028,0
31,-0.04168755,0,-0.07654136,0,-0.04168755,0
32,-0.04160401,0,-0.05713032,0,-0.04160401,0
33,-0.04168755,0,-0.07388053,0,-0.04160401,0
34,-0.04160401,0,-0.05963241,0,-0.04160401,0
35,-0.04168755,0,-0.06582706,0,-0.04160401,0
