Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,-0.1161236,0,-0.2568672,0,-0.1161236,0
1,-0.1161236,0,-0.2425146,0,-0.1161236,0
2,-0.0936508,0,-0.2022181,0,-0.0936508,0
3,-0.0887218,0,-0.1729073,0,-0.0887218,0
4,-0.08270676,0,-0.1667627,0,-0.08270676,0
5,-0.07084378,0,-0.1460735,0,-0.07084378,0
6,-0.07076024,0,-0.1399541,0,-0.07076024,0
7,-0.07076024,0,-0.168609,0,-0.07076024,0
8,-0.07084378,0,-0.1141354,0,-0.07076024,0
9,-0.07050961,0,-0.1211571,0,-0.07050961,0
10,-0.07042607,0,-0.1433918,0,-0.07042607,0
11,-0.06967419,0,-0.1320551,0,-0.06967419,0
12,-0.06215539,0,-0.1258605,0,-0.06215539,0
13,-0.06215539,0,-0.1040434,0,-0.06215539,0
14,-0.06215539,0,-0.12467,0,-0.06215539,0
15,-0.06215539,0,-0.1257394,0,-0.06215539,0
16,-0.06215539,0,-0.1414077,0,-0.06215539,0
17,-0.06148705,0,-0.09665413,0,-0.06148705,0
18,-0.06131997,0,-0.1037678,0,-0.06131997,0
19,-0.06131997,0,-0.1380451,0,-0.06131997,0
20,-0.06165414,0,-0.1391688,0,-0.06131997,0
21,-0.05981621,0,-0.1473266,0,-0.05981621,0
22,-0.05981621,0,-0.1303718,0,-0.05981621,0
23,-0.05981621,0,-0.1317586,0,-0.05981621,0
24,-0.05973266,0,-0.1028488,0,-0.05973266,0
25,-0.05981621,0,-0.09530493,0,-0.05973266,0
26,-0.05981621,0,-0.1581704,0,-0.05973266,0
27,-0.05973266,0,-0.12769,0,-0.05973266,0
28,-0.05973266,0,-0.1258814,0,-0.05973266,0
29,-0.05981621,0,-0.1427778,0,-0.05973266,0
30,-0.05981621,0,-0.1388137,0,-0.05973266,0
31,-0.05973266,0,-0.1388931,0,-0.05973266,0
32,-0.05973266,0,-0.1418421,0,-0.05973266,0
33,-0.05839599,0,-0.1441729,0,-0.05839599,0
34,-0.05839599,0,-0.1432289,0,-0.05839599,0
35,-0.05839599,0,-0.1569591,0,-0.05839599,0
36,-0.05839599,0,-0.1237093,0,-0.05839599,0
37,-0.05839599,0,-0.128726,0,-0.05839599,0
38,-0.05839599,0,-0.1808563,0,-0.05839599,0
39,-0.05839599,0,-0.1302423,0,-0.05839599,0
40,-0.05839599,0,-0.155447,0,-0.05839599,0
41,-0.05839599,0,-0.1341479,0,-0.05839599,0
42,-0.05839599,0,-0.1354845,0,-0.05839599,0
43,-0.05839599,0,-0.09988304,0,-0.05839599,0
44,-0.05839599,0,-0.1362531,0,-0.05839599,0
45,-0.05839599,0,-0.132594,0,-0.05839599,0
46,-0.05839599,0,-0.1547828,0,-0.05839599,0
47,-0.05839599,0,-0.1301211,0,-0.05839599,0
48,-0.05839599,0,-0.1237845,0,-0.05839599,0
49,-0.05839599,0,-0.1583375,0,-0.05839599,0
50,-0.05839599,0,-0.1517795,0,-0.05839599,0
51,-0.05839599,0,-0.1585255,0,-0.05839599,0
52,-0.05839599,0,-0.1025898,0,-0.05839599,0
53,-0.05839599,0,-0.1221262,0,-0.05839599,0
54,-0.05839599,0,-0.1138179,0,-0.05839599,0
55,-0.05839599,0,-0.1282999,0,-0.05839599,0
56,-0.05839599,0,-0.1392022,0,-0.05839599,0
57,-0.05480368,0,-0.1538763,0,-0.05480368,0
58,-0.05480368,0,-0.1509816,0,-0.05480368,0
59,-0.05480368,0,-0.1128446,0,-0.05480368,0
60,-0.05472013,0,-0.1373893,0,-0.05472013,0
61,-0.05480368,0,-0.1600752,0,-0.05472013,0
62,-0.05480368,0,-0.15769,0,-0.05472013,0
63,-0.05480368,0,-0.1554678,0,-0.05472013,0
64,-0.05480368,0,-0.1673601,0,-0.05472013,0
65,-0.05480368,0,-0.1503049,0,-0.05472013,0
66,-0.05480368,0,-0.1441353,0,-0.05472013,0
67,-0.05480368,0,-0.1305723,0,-0.05472013,0
68,-0.05480368,0,-0.1444236,0,-0.05472013,0
69,-0.05480368,0,-0.112193,0,-0.05472013,0
70,-0.05480368,0,-0.1315915,0,-0.05472013,0
71,-0.05480368,0,-0.1243024,0,-0.05472013,0
72,-0.05480368,0,-0.1417418,0,-0.05472013,0
73,-0.05480368,0,-0.1398079,0,-0.05472013,0
74,-0.05480368,0,-0.1203342,0,-0.05472013,0
75,-0.05480368,0,-0.1831662,0,-0.05472013,0
76,-0.05480368,0,-0.1430618,0,-0.05472013,0
77,-0.05480368,0,-0.1296784,0,-0.05472013,0
78,-0.05480368,0,-0.1165998,0,-0.05472013,0
79,-0.05480368,0,-0.1403175,0,-0.05472013,0
80,-0.05480368,0,-0.1634921,0,-0.05472013,0
81,-0.05480368,0,-0.1410735,0,-0.05472013,0
82,-0.05480368,0,-0.1419089,0,-0.05472013,0
83,-0.05480368,0,-0.1364369,0,-0.05472013,0
84,-0.05480368,0,-0.1313492,0,-0.05472013,0
85,-0.05480368,0,-0.1675271,0,-0.05472013,0
86,-0.05480368,0,-0.1530368,0,-0.05472013,0
87,-0.05480368,0,-0.181061,0,-0.05472013,0
88,-0.05480368,0,-0.1544235,0,-0.05472013,0
89,-0.05480368,0,-0.1358647,0,-0.05472013,0
90,-0.05480368,0,-0.142005,0,-0.05472013,0
91,-0.05480368,0,-0.1629699,0,-0.05472013,0
92,-0.05480368,0,-0.1501044,0,-0.05472013,0
93,-0.05480368,0,-0.1645614,0,-0.05472013,0
94,-0.05480368,0,-0.1654762,0,-0.05472013,0
95,-0.05480368,0,-0.1399708,0,-0.05472013,0
96,-0.05480368,0,-0.1409607,0,-0.05472013,0
97,-0.05480368,0,-0.1301086,0,-0.05472013,0
98,-0.05480368,0,-0.1234211,0,-0.05472013,0
99,-0.05480368,0,-0.1111487,0,-0.05472013,0
100,-0.05480368,0,-0.1111487,0,-0.05472013,0

