Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
47,-0.05002606,0,-0.06007295,0,-0.05002606,0
48,-0.05002606,0,-0.1012871,0,-0.05002606,0
49,-0.05002606,0,-0.1204638,0,-0.05002606,0
50,-0.05002606,0,-0.09797811,0,-0.05002606,0
51,-0.04992184,0,-0.08590932,0,-0.04992184,0
52,-0.04992184,0,-0.07467952,0,-0.04992184,0
53,-0.04992184,0,-0.08730068,0,-0.04992184,0
54,-0.04992184,0,-0.1052996,0,-0.04992184,0
55,-0.04992184,0,-0.07503386,0,-0.04992184,0
56,-0.04992184,0,-0.07770713,0,-0.04992184,0
57,-0.04992184,0,-0.09087025,0,-0.04992184,0
58,-0.04992184,0,-0.07368942,0,-0.04992184,0
59,-0.04992184,0,-0.07677957,0,-0.04992184,0
60,-0.04971339,0,-0.09959875,0,-0.04971339,0
61,-0.04929651,0,-0.07678999,0,-0.04929651,0
62,-0.04898385,0,-0.07726941,0,-0.04898385,0
63,-0.04815008,0,-0.08583637,0,-0.04815008,0
64,-0.04815008,0,-0.1064461,0,-0.04815008,0
65,-0.04815008,0,-0.0808963,0,-0.04815008,0
66,-0.04804586,0,-0.09483064,0,-0.04804586,0
67,-0.04794164,0,-0.1087493,0,-0.04794164,0
68,-0.04794164,0,-0.1034862,0,-0.04794164,0
69,-0.04752475,0,-0.08306931,0,-0.04752475,0
70,-0.04731631,0,-0.08265764,0,-0.04731631,0
71,-0.04731631,0,-0.08076082,0,-0.04731631,0
72,-0.04731631,0,-0.09501824,0,-0.04731631,0
73,-0.04721209,0,-0.07948409,0,-0.04721209,0
74,-0.04721209,0,-0.1050182,0,-0.04721209,0
75,-0.04721209,0,-0.06974987,0,-0.04721209,0
76,-0.04721209,0,-0.06541949,0,-0.04721209,0
77,-0.04721209,0,-0.0786347,0,-0.04721209,0
78,-0.04721209,0,-0.1028088,0,-0.04721209,0
79,-0.04721209,0,-0.07324648,0,-0.04721209,0
80,-0.04721209,0,-0.07266806,0,-0.04721209,0
81,-0.04721209,0,-0.09337676,0,-0.04721209,0
82,-0.04721209,0,-0.09163105,0,-0.04721209,0
83,-0.04721209,0,-0.09159458,0,-0.04721209,0
84,-0.04721209,0,-0.08550288,0,-0.04721209,0
85,-0.04721209,0,-0.07069828,0,-0.04721209,0
86,-0.04721209,0,-0.1069255,0,-0.04721209,0
87,-0.04721209,0,-0.07069307,0,-0.04721209,0
88,-0.04721209,0,-0.1044294,0,-0.04721209,0
89,-0.04721209,0,-0.1018968,0,-0.04721209,0
90,-0.04721209,0,-0.09129755,0,-0.04721209,0
91,-0.04721209,0,-0.1058103,0,-0.04721209,0
92,-0.04721209,0,-0.07361126,0,-0.04721209,0
93,-0.04721209,0,-0.06908286,0,-0.04721209,0
94,-0.04721209,0,-0.07527879,0,-0.04721209,0
95,-0.04700365,0,-0.07692547,0,-0.04700365,0
96,-0.04700365,0,-0.07025535,0,-0.04700365,0
97,-0.04700365,0,-0.06424179,0,-0.04700365,0
98,-0.04700365,0,-0.09242835,0,-0.04700365,0
99,-0.04700365,0,-0.07479937,0,-0.04700365,0
100,-0.04700365,0,-0.07479937,0,-0.04700365,0

