Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
47,-0.04846274,0,-0.07058885,0,-0.04846274,0
48,-0.04710787,0,-0.09244398,0,-0.04710787,0
49,-0.04335592,0,-0.1043981,0,-0.04335592,0
50,-0.04606566,0,-0.09546117,0,-0.04335592,0
51,-0.04554455,0,-0.09165712,0,-0.04335592,0
52,-0.04439813,0,-0.1071912,0,-0.04335592,0
53,-0.04335592,0,-0.1227202,0,-0.04335592,0
54,-0.04585722,0,-0.09438249,0,-0.04335592,0
55,-0.045753,0,-0.09219386,0,-0.04335592,0
56,-0.04314747,0,-0.08598749,0,-0.04314747,0
57,-0.045753,0,-0.07760292,0,-0.04314747,0
58,-0.04325169,0,-0.08520584,0,-0.04314747,0
59,-0.04585722,0,-0.1034758,0,-0.04314747,0
60,-0.04387702,0,-0.1070297,0,-0.04314747,0
61,-0.045753,0,-0.09923398,0,-0.04314747,0
62,-0.045753,0,-0.09160499,0,-0.04314747,0
63,-0.045753,0,-0.08459614,0,-0.04314747,0
64,-0.04106306,0,-0.08426263,0,-0.04106306,0
65,-0.04106306,0,-0.09711308,0,-0.04106306,0
66,-0.04106306,0,-0.09406462,0,-0.04106306,0
67,-0.04106306,0,-0.08383533,0,-0.04106306,0
68,-0.04147994,0,-0.1092027,0,-0.04106306,0
69,-0.04106306,0,-0.06255862,0,-0.04106306,0
70,-0.04116727,0,-0.07425221,0,-0.04106306,0
71,-0.04095883,0,-0.1036738,0,-0.04095883,0
72,-0.04106306,0,-0.1067587,0,-0.04095883,0
73,-0.04106306,0,-0.09893174,0,-0.04095883,0
74,-0.04106306,0,-0.06752476,0,-0.04095883,0
75,-0.04116727,0,-0.08172487,0,-0.04095883,0
76,-0.04106306,0,-0.09193851,0,-0.04095883,0
77,-0.04106306,0,-0.08373111,0,-0.04095883,0
78,-0.04106306,0,-0.09162585,0,-0.04095883,0
79,-0.04106306,0,-0.06685775,0,-0.04095883,0
80,-0.04200104,0,-0.08476811,0,-0.04095883,0
81,-0.04106306,0,-0.09573736,0,-0.04095883,0
82,-0.04106306,0,-0.06795727,0,-0.04095883,0
83,-0.04106306,0,-0.1175925,0,-0.04095883,0
84,-0.04095883,0,-0.1137103,0,-0.04095883,0
85,-0.04095883,0,-0.07141219,0,-0.04095883,0
86,-0.04106306,0,-0.08219906,0,-0.04095883,0
87,-0.04095883,0,-0.1250287,0,-0.04095883,0
88,-0.04095883,0,-0.09002085,0,-0.04095883,0
89,-0.04095883,0,-0.1343512,0,-0.04095883,0
90,-0.04106306,0,-0.1182699,0,-0.04095883,0
91,-0.04095883,0,-0.127087,0,-0.04095883,0
92,-0.04095883,0,-0.07408025,0,-0.04095883,0
93,-0.04106306,0,-0.09729025,0,-0.04095883,0
94,-0.04106306,0,-0.08613341,0,-0.04095883,0
95,-0.04106306,0,-0.1049296,0,-0.04095883,0
96,-0.04095883,0,-0.094346,0,-0.04095883,0
97,-0.04106306,0,-0.08411152,0,-0.04095883,0
98,-0.04106306,0,-0.07184471,0,-0.04095883,0
99,-0.04106306,0,-0.07054194,0,-0.04095883,0
100,-0.04106306,0,-0.07054194,0,-0.04095883,0

