Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
59,-0.0378322,0,-0.06971861,0,-0.03762376,0
60,-0.03762376,0,-0.09427827,0,-0.03762376,0
61,-0.0378322,0,-0.1145857,0,-0.03762376,0
62,-0.0378322,0,-0.09503387,0,-0.03762376,0
63,-0.0378322,0,-0.09518498,0,-0.03762376,0
64,-0.03762376,0,-0.05849921,0,-0.03762376,0
65,-0.0378322,0,-0.09205315,0,-0.03762376,0
66,-0.0378322,0,-0.07812923,0,-0.03762376,0
67,-0.03762376,0,-0.1066389,0,-0.03762376,0
68,-0.03762376,0,-0.1251537,0,-0.03762376,0
69,-0.0378322,0,-0.08437207,0,-0.03762376,0
70,-0.0378322,0,-0.1155602,0,-0.03762376,0
71,-0.03762376,0,-0.09393956,0,-0.03762376,0
72,-0.03762376,0,-0.1038353,0,-0.03762376,0
73,-0.0378322,0,-0.0789578,0,-0.03762376,0
74,-0.0378322,0,-0.1028556,0,-0.03762376,0
75,-0.0378322,0,-0.08955707,0,-0.03762376,0
76,-0.03762376,0,-0.1041897,0,-0.03762376,0
77,-0.0378322,0,-0.09386139,0,-0.03762376,0
78,-0.0378322,0,-0.10889,0,-0.03762376,0
79,-0.0378322,0,-0.1370453,0,-0.03762376,0
80,-0.03762376,0,-0.09884315,0,-0.03762376,0
81,-0.0378322,0,-0.08785306,0,-0.03762376,0
82,-0.03772799,0,-0.0887233,0,-0.03762376,0
83,-0.0378322,0,-0.07312663,0,-0.03762376,0
84,-0.03762376,0,-0.08078687,0,-0.03762376,0
85,-0.03720688,0,-0.08893695,0,-0.03720688,0
86,-0.0378322,0,-0.1190255,0,-0.03720688,0
87,-0.0378322,0,-0.06439812,0,-0.03720688,0
88,-0.0378322,0,-0.08434601,0,-0.03720688,0
89,-0.0378322,0,-0.1207243,0,-0.03720688,0
90,-0.0378322,0,-0.1038718,0,-0.03720688,0
91,-0.0378322,0,-0.1157321,0,-0.03720688,0
92,-0.0378322,0,-0.1242001,0,-0.03720688,0
93,-0.0378322,0,-0.09617509,0,-0.03720688,0
94,-0.0378322,0,-0.1177071,0,-0.03720688,0
95,-0.0378322,0,-0.1038301,0,-0.03720688,0
96,-0.0378322,0,-0.08963001,0,-0.03720688,0
97,-0.0378322,0,-0.08225638,0,-0.03720688,0
98,-0.0378322,0,-0.1157999,0,-0.03720688,0
99,-0.0378322,0,-0.0953778,0,-0.03720688,0
100,-0.0378322,0,-0.0953778,0,-0.03720688,0

